train_no,train_name,source,destination,day_of_week,is_weekend,distance_km,weather,congestion,historical_avg_delay,technical_issue,signal_issue,delay_minutes
12841,Coromandel Express,Mughal Sarai,Kanpur Central,1,0,2101,Heavy Rain,Low,21.9,0,0,56.3
12723,Telangana Express,Surat,New Delhi,6,1,1272,Light Rain,Low,12.6,0,0,22.8
12259,Sealdah Duronto Express,Nagpur Jn,Ajmer Jn,4,0,1075,Light Rain,High,12.1,0,0,59.2
12301,Howrah Rajdhani Express,Vijayawada Jn,Kota Jn,5,1,1213,Storm,Medium,13.2,0,0,56.7
12626,Kerala Express,Nagpur Jn,Chennai Central,4,0,1798,Fog,High,21.1,0,0,89.0
12301,Howrah Rajdhani Express,Mughal Sarai,Vadodara Jn,0,0,363,Clear,Low,25.8,0,1,61.8
12951,Mumbai Rajdhani Express,Nagpur Jn,Kanpur Central,0,0,1703,Heavy Rain,Medium,17.5,0,0,52.9
12259,Sealdah Duronto Express,Lucknow NR,Chennai Central,4,0,979,Fog,Low,15.0,0,0,63.6
12009,Shatabdi Express,Vadodara Jn,Delhi Junction,2,0,1334,Heavy Rain,Low,16.1,0,0,46.0
12259,Sealdah Duronto Express,Ajmer Jn,Patna Jn,3,0,574,Heavy Rain,Low,22.9,0,0,42.1
12301,Howrah Rajdhani Express,Delhi Junction,Lucknow NR,5,1,1129,Storm,Low,22.4,0,0,48.4
12951,Mumbai Rajdhani Express,Kota Jn,Mughal Sarai,5,1,1835,Heavy Rain,High,26.9,0,1,107.0
12471,Swaraj Express,Surat,Ajmer Jn,3,0,1408,Clear,Low,6.8,0,0,14.7
12723,Telangana Express,Delhi Junction,Kanpur Central,5,1,1787,Heavy Rain,Low,12.4,0,0,51.8
12301,Howrah Rajdhani Express,Lucknow NR,Mumbai Central,1,0,1998,Heavy Rain,Medium,29.8,0,0,62.8
12903,Golden Temple Mail,Howrah Jn,Ajmer Jn,1,0,370,Clear,Low,4.6,0,0,0.0
12009,Shatabdi Express,Howrah Jn,Patna Jn,3,0,1007,Heavy Rain,High,37.3,0,0,52.6
12841,Coromandel Express,Lucknow NR,Patna Jn,1,0,1810,Clear,Low,0.7,0,0,31.0
12259,Sealdah Duronto Express,Surat,Lucknow NR,6,1,785,Clear,Low,3.9,0,0,9.4
12259,Sealdah Duronto Express,Mughal Sarai,Chennai Central,2,0,1658,Heavy Rain,Low,13.0,0,0,63.3
12009,Shatabdi Express,Howrah Jn,Surat,6,1,880,Clear,Low,26.0,1,0,46.8
12471,Swaraj Express,Lucknow NR,Chennai Central,6,1,310,Light Rain,High,19.5,0,0,60.3
12301,Howrah Rajdhani Express,Kanpur Central,Mumbai Central,3,0,1536,Light Rain,Low,6.3,0,0,13.9
22439,Vande Bharat Express,Surat,Ajmer Jn,3,0,786,Heavy Rain,High,14.9,0,0,74.3
12841,Coromandel Express,Vadodara Jn,Patna Jn,2,0,261,Light Rain,Low,4.6,0,0,11.1
12903,Golden Temple Mail,Bhopal Jn,Chennai Central,4,0,2124,Clear,Medium,12.4,0,0,47.4
12009,Shatabdi Express,Kanpur Central,Nagpur Jn,0,0,273,Clear,Medium,26.3,0,0,28.0
12903,Golden Temple Mail,Patna Jn,Kota Jn,0,0,816,Fog,Low,27.2,0,0,44.8
22439,Vande Bharat Express,Nagpur Jn,Kota Jn,6,1,639,Clear,Medium,17.0,0,0,26.2
12841,Coromandel Express,Kota Jn,Lucknow NR,4,0,1217,Fog,Medium,16.6,0,0,70.7
12723,Telangana Express,Mumbai Central,New Delhi,4,0,1928,Heavy Rain,High,0.0,0,0,59.0
12626,Kerala Express,Lucknow NR,Vadodara Jn,0,0,175,Light Rain,Medium,20.4,0,0,34.0
12841,Coromandel Express,Lucknow NR,Delhi Junction,4,0,1259,Clear,Medium,21.2,0,0,37.5
12009,Shatabdi Express,Lucknow NR,Kanpur Central,5,1,1730,Clear,Low,0.0,0,0,14.8
12841,Coromandel Express,Lucknow NR,Mughal Sarai,2,0,2093,Clear,Low,0.0,0,1,70.1
12903,Golden Temple Mail,Surat,Kota Jn,4,0,485,Clear,Medium,1.0,0,0,26.7
12259,Sealdah Duronto Express,Ajmer Jn,Kanpur Central,0,0,1657,Light Rain,Medium,20.6,0,0,46.6
12626,Kerala Express,Mumbai Central,Mughal Sarai,5,1,1321,Clear,Low,19.3,0,0,18.8
12626,Kerala Express,Vadodara Jn,Nagpur Jn,3,0,808,Light Rain,Medium,25.2,0,0,46.5
12009,Shatabdi Express,Ajmer Jn,Kanpur Central,3,0,1394,Fog,Medium,24.7,0,0,88.4
12841,Coromandel Express,Ajmer Jn,Vijayawada Jn,4,0,1641,Storm,Medium,29.0,0,0,76.2
22439,Vande Bharat Express,Mughal Sarai,Delhi Junction,6,1,1774,Light Rain,High,11.9,0,0,67.9
12009,Shatabdi Express,Mughal Sarai,Patna Jn,5,1,315,Clear,High,26.0,0,0,47.2
12951,Mumbai Rajdhani Express,Howrah Jn,Surat,5,1,1529,Clear,Low,37.6,0,0,30.0
12626,Kerala Express,Delhi Junction,Lucknow NR,1,0,1588,Clear,Medium,0.0,0,1,60.6
12009,Shatabdi Express,Howrah Jn,Kota Jn,5,1,1509,Storm,Low,1.1,0,0,50.9
12626,Kerala Express,Chennai Central,Bhopal Jn,2,0,2107,Light Rain,Low,15.0,0,0,41.7
12301,Howrah Rajdhani Express,Kota Jn,Patna Jn,0,0,659,Clear,Low,19.5,0,0,30.0
12626,Kerala Express,Lucknow NR,Kanpur Central,5,1,927,Storm,Medium,0.9,0,0,51.6
12009,Shatabdi Express,Lucknow NR,Chennai Central,4,0,191,Clear,Low,27.1,0,0,6.3
12471,Swaraj Express,Vijayawada Jn,Ajmer Jn,4,0,824,Storm,Low,32.2,0,0,54.1
12009,Shatabdi Express,Patna Jn,New Delhi,2,0,1398,Storm,High,11.8,1,0,128.0
12301,Howrah Rajdhani Express,Nagpur Jn,New Delhi,4,0,1533,Clear,High,0.0,0,0,44.6
12951,Mumbai Rajdhani Express,Surat,Mumbai Central,3,0,430,Fog,Low,14.6,0,0,22.2
12009,Shatabdi Express,Delhi Junction,Lucknow NR,6,1,2162,Storm,Low,11.8,1,0,119.1
12471,Swaraj Express,Lucknow NR,Mumbai Central,6,1,1988,Clear,High,9.2,0,0,49.1
12841,Coromandel Express,Surat,Mumbai Central,4,0,1880,Heavy Rain,Low,11.1,1,0,116.0
12009,Shatabdi Express,Kota Jn,Vadodara Jn,3,0,450,Clear,Low,27.9,0,0,16.8
12903,Golden Temple Mail,Delhi Junction,Nagpur Jn,0,0,995,Light Rain,High,36.6,0,0,71.6
12301,Howrah Rajdhani Express,Kanpur Central,Vadodara Jn,3,0,923,Fog,High,32.8,0,0,104.7
12009,Shatabdi Express,Vijayawada Jn,Lucknow NR,3,0,690,Clear,Medium,26.0,0,0,33.3
12841,Coromandel Express,Delhi Junction,Bhopal Jn,1,0,1301,Light Rain,Low,16.5,0,0,33.1
12903,Golden Temple Mail,Delhi Junction,New Delhi,5,1,1795,Light Rain,Low,10.8,0,0,37.6
12301,Howrah Rajdhani Express,Vadodara Jn,Kota Jn,0,0,987,Light Rain,Low,19.5,0,0,34.5
22439,Vande Bharat Express,Chennai Central,Vadodara Jn,1,0,169,Light Rain,Low,25.5,0,0,24.5
12841,Coromandel Express,Nagpur Jn,Mughal Sarai,0,0,596,Clear,Medium,10.8,0,0,32.6
12009,Shatabdi Express,Vadodara Jn,Mumbai Central,5,1,334,Light Rain,High,25.9,0,0,44.6
12626,Kerala Express,Surat,Lucknow NR,0,0,858,Heavy Rain,Low,26.2,0,0,39.3
12259,Sealdah Duronto Express,Ajmer Jn,Kanpur Central,5,1,1837,Clear,Low,28.0,0,1,63.9
12259,Sealdah Duronto Express,Bhopal Jn,Lucknow NR,5,1,1231,Clear,High,12.9,0,0,58.3
12471,Swaraj Express,Vijayawada Jn,Surat,5,1,257,Clear,Low,20.9,0,0,5.3
12009,Shatabdi Express,Surat,Lucknow NR,5,1,238,Clear,Medium,23.9,0,0,35.4
12723,Telangana Express,Kanpur Central,Howrah Jn,6,1,1013,Storm,Medium,16.7,0,0,56.9
12626,Kerala Express,Ajmer Jn,Lucknow NR,5,1,915,Light Rain,Medium,26.5,0,0,50.3
12841,Coromandel Express,Chennai Central,Patna Jn,3,0,1323,Clear,Low,1.4,0,0,16.2
12903,Golden Temple Mail,Surat,Patna Jn,3,0,495,Heavy Rain,Low,40.1,0,0,36.5
22439,Vande Bharat Express,Bhopal Jn,Kanpur Central,2,0,643,Clear,Low,6.6,0,0,12.8
12841,Coromandel Express,Bhopal Jn,Surat,5,1,708,Heavy Rain,Low,0.0,0,0,43.0
12259,Sealdah Duronto Express,Delhi Junction,Bhopal Jn,5,1,180,Light Rain,Low,18.6,0,0,20.0
12626,Kerala Express,Chennai Central,Patna Jn,4,0,300,Clear,Medium,18.2,0,0,18.6
12471,Swaraj Express,Delhi Junction,Lucknow NR,5,1,2052,Clear,Low,21.7,0,0,21.7
12951,Mumbai Rajdhani Express,Chennai Central,Howrah Jn,2,0,262,Light Rain,High,7.9,1,0,68.7
12301,Howrah Rajdhani Express,Nagpur Jn,New Delhi,2,0,2042,Light Rain,Medium,31.5,0,0,59.1
12841,Coromandel Express,New Delhi,Vijayawada Jn,4,0,1041,Light Rain,Low,1.7,0,0,19.8
12723,Telangana Express,Howrah Jn,Vadodara Jn,2,0,418,Clear,Medium,29.4,0,0,37.1
12626,Kerala Express,Kanpur Central,Mumbai Central,1,0,1742,Clear,Low,4.2,0,0,18.8
12951,Mumbai Rajdhani Express,Lucknow NR,Bhopal Jn,2,0,396,Light Rain,Low,16.1,0,0,21.8
12301,Howrah Rajdhani Express,Bhopal Jn,Surat,0,0,722,Clear,Medium,18.8,0,1,70.6
12301,Howrah Rajdhani Express,Vadodara Jn,Ajmer Jn,2,0,1142,Clear,Medium,0.7,0,0,27.6
12259,Sealdah Duronto Express,Kanpur Central,Mughal Sarai,1,0,577,Light Rain,Low,27.9,0,0,37.7
12471,Swaraj Express,Patna Jn,Kota Jn,4,0,1261,Storm,Low,28.0,0,0,54.4
12723,Telangana Express,Nagpur Jn,Kanpur Central,3,0,1884,Clear,High,28.9,0,0,62.3
12723,Telangana Express,Mughal Sarai,Nagpur Jn,3,0,2122,Fog,Medium,33.5,0,0,75.8
12301,Howrah Rajdhani Express,Mughal Sarai,New Delhi,5,1,1288,Heavy Rain,Medium,19.8,0,0,64.6
22439,Vande Bharat Express,Kanpur Central,Lucknow NR,5,1,900,Clear,Low,19.5,0,0,28.7
12301,Howrah Rajdhani Express,Lucknow NR,Surat,6,1,1166,Light Rain,Low,26.9,0,0,42.9
12626,Kerala Express,Delhi Junction,Howrah Jn,3,0,665,Clear,Medium,8.6,0,0,20.2
12841,Coromandel Express,Ajmer Jn,Surat,5,1,1071,Clear,Medium,12.0,0,0,36.3
22439,Vande Bharat Express,Kanpur Central,Kota Jn,6,1,1170,Clear,Medium,10.7,0,1,76.3
12009,Shatabdi Express,Nagpur Jn,Ajmer Jn,4,0,223,Fog,Low,7.4,0,0,37.6
12626,Kerala Express,Mughal Sarai,New Delhi,2,0,523,Clear,Low,18.5,0,0,20.3
12841,Coromandel Express,Ajmer Jn,Mughal Sarai,6,1,770,Clear,Medium,28.0,0,0,33.7
22439,Vande Bharat Express,Bhopal Jn,Kota Jn,2,0,802,Clear,Low,31.0,0,0,22.0
12626,Kerala Express,Mughal Sarai,Kanpur Central,6,1,733,Clear,High,26.8,0,1,58.4
12259,Sealdah Duronto Express,Lucknow NR,Patna Jn,3,0,637,Heavy Rain,High,40.9,0,0,88.9
12009,Shatabdi Express,Delhi Junction,Howrah Jn,4,0,594,Light Rain,Low,7.9,0,0,21.0
12951,Mumbai Rajdhani Express,Chennai Central,Lucknow NR,4,0,1732,Clear,Low,17.3,0,0,22.8
12723,Telangana Express,Kanpur Central,Surat,6,1,853,Storm,Low,5.8,0,0,37.6
12951,Mumbai Rajdhani Express,Mumbai Central,Surat,1,0,1154,Fog,Medium,20.2,0,0,79.1
12301,Howrah Rajdhani Express,Surat,Bhopal Jn,3,0,1298,Clear,High,35.4,0,0,66.5
12951,Mumbai Rajdhani Express,New Delhi,Vadodara Jn,2,0,1378,Storm,Low,31.8,0,0,45.0
22439,Vande Bharat Express,Lucknow NR,Bhopal Jn,0,0,1144,Fog,Medium,29.3,0,0,67.5
12723,Telangana Express,Mumbai Central,Nagpur Jn,0,0,312,Heavy Rain,Medium,13.7,0,0,35.1
12723,Telangana Express,Vadodara Jn,Kanpur Central,1,0,681,Clear,Medium,21.1,0,0,34.4
12841,Coromandel Express,Lucknow NR,Vadodara Jn,1,0,1591,Heavy Rain,Low,14.4,0,0,56.3
12626,Kerala Express,Lucknow NR,Kanpur Central,2,0,273,Clear,Medium,16.5,0,0,24.9
12903,Golden Temple Mail,Howrah Jn,Kanpur Central,1,0,1975,Light Rain,Medium,21.3,0,0,61.3
12301,Howrah Rajdhani Express,Lucknow NR,Howrah Jn,0,0,1438,Fog,Medium,18.4,0,0,76.6
12841,Coromandel Express,Nagpur Jn,Lucknow NR,5,1,287,Clear,High,16.5,0,0,52.8
12903,Golden Temple Mail,Chennai Central,Mumbai Central,6,1,356,Light Rain,Low,0.0,0,0,6.6
12841,Coromandel Express,Lucknow NR,Nagpur Jn,1,0,1588,Clear,Low,31.4,0,0,29.1
12723,Telangana Express,Bhopal Jn,Nagpur Jn,6,1,1581,Clear,High,45.8,0,0,73.5
12903,Golden Temple Mail,Vadodara Jn,Kanpur Central,5,1,1126,Clear,Low,18.0,0,0,23.5
12471,Swaraj Express,Surat,Howrah Jn,5,1,1691,Heavy Rain,Low,0.0,0,0,51.8
12841,Coromandel Express,Delhi Junction,Vijayawada Jn,0,0,258,Clear,Medium,24.4,0,0,26.9
12903,Golden Temple Mail,Nagpur Jn,Delhi Junction,4,0,1059,Clear,Medium,18.1,0,0,31.1
12841,Coromandel Express,Kota Jn,Mumbai Central,1,0,1112,Heavy Rain,Low,43.8,0,0,45.1
12471,Swaraj Express,Ajmer Jn,New Delhi,1,0,1106,Light Rain,Low,22.6,0,0,39.4
12259,Sealdah Duronto Express,Kota Jn,Surat,0,0,217,Clear,Low,33.3,0,0,29.2
12903,Golden Temple Mail,Vijayawada Jn,Ajmer Jn,1,0,1140,Clear,Low,5.2,0,1,40.0
12903,Golden Temple Mail,Kanpur Central,Surat,0,0,1083,Clear,Medium,19.4,0,0,30.0
12259,Sealdah Duronto Express,Surat,Ajmer Jn,4,0,756,Clear,Low,7.9,0,0,22.0
12723,Telangana Express,Vadodara Jn,Surat,6,1,1390,Heavy Rain,Medium,15.0,0,0,60.7
12903,Golden Temple Mail,Patna Jn,Surat,0,0,1988,Clear,High,0.0,0,0,53.8
12301,Howrah Rajdhani Express,Delhi Junction,Howrah Jn,0,0,392,Heavy Rain,High,31.9,0,1,106.0
12903,Golden Temple Mail,Mumbai Central,Vijayawada Jn,1,0,1742,Fog,High,6.5,0,0,89.9
12259,Sealdah Duronto Express,Ajmer Jn,Nagpur Jn,4,0,1235,Heavy Rain,Medium,5.3,0,0,58.1
12626,Kerala Express,Vadodara Jn,Mumbai Central,0,0,1785,Light Rain,Medium,5.7,0,0,40.9
22439,Vande Bharat Express,Mumbai Central,Delhi Junction,4,0,314,Fog,Low,10.0,0,0,37.8
12723,Telangana Express,Mughal Sarai,Patna Jn,0,0,1267,Clear,Low,26.6,0,1,58.8
12471,Swaraj Express,Bhopal Jn,Howrah Jn,2,0,955,Storm,Medium,13.3,0,0,61.1
12723,Telangana Express,Ajmer Jn,Kanpur Central,2,0,509,Light Rain,High,0.0,0,0,45.0
12841,Coromandel Express,Vijayawada Jn,Surat,5,1,214,Clear,Low,1.6,0,0,8.0
12301,Howrah Rajdhani Express,Kanpur Central,Ajmer Jn,0,0,2018,Fog,Low,16.1,0,0,58.6
12626,Kerala Express,Surat,Patna Jn,4,0,1490,Clear,High,22.1,0,0,65.1
22439,Vande Bharat Express,Mughal Sarai,Delhi Junction,3,0,1564,Clear,Low,32.5,0,0,36.7
12259,Sealdah Duronto Express,Vijayawada Jn,Bhopal Jn,4,0,2156,Fog,Medium,6.1,0,0,65.8
12259,Sealdah Duronto Express,Ajmer Jn,Delhi Junction,5,1,1393,Light Rain,High,38.4,0,0,64.5
12301,Howrah Rajdhani Express,Nagpur Jn,Chennai Central,0,0,338,Storm,Low,6.3,1,0,93.4
12301,Howrah Rajdhani Express,Mughal Sarai,Bhopal Jn,3,0,894,Light Rain,Low,20.0,1,0,83.2
12626,Kerala Express,Mughal Sarai,Mumbai Central,5,1,395,Clear,Medium,14.7,0,0,29.4
12723,Telangana Express,Kota Jn,Bhopal Jn,0,0,1338,Clear,High,38.8,0,0,53.9
12903,Golden Temple Mail,Mumbai Central,Mughal Sarai,3,0,1100,Light Rain,Low,10.0,0,0,23.8
12951,Mumbai Rajdhani Express,Lucknow NR,Patna Jn,5,1,789,Heavy Rain,Low,47.8,0,0,61.2
12471,Swaraj Express,Mumbai Central,Chennai Central,5,1,1164,Clear,Medium,19.9,1,0,77.7
12723,Telangana Express,Chennai Central,Surat,6,1,150,Heavy Rain,Medium,12.6,0,0,34.2
12626,Kerala Express,Howrah Jn,Kota Jn,4,0,687,Heavy Rain,Low,21.9,0,0,38.1
12626,Kerala Express,Chennai Central,Mumbai Central,2,0,506,Clear,Medium,6.6,0,0,28.4
12903,Golden Temple Mail,Patna Jn,Vijayawada Jn,0,0,1283,Fog,High,8.1,0,0,63.3
12009,Shatabdi Express,Delhi Junction,Mughal Sarai,1,0,449,Heavy Rain,Low,5.9,0,0,32.1
12903,Golden Temple Mail,Bhopal Jn,Patna Jn,6,1,1133,Fog,Low,32.6,0,0,66.7
22439,Vande Bharat Express,Kanpur Central,Lucknow NR,0,0,466,Clear,Medium,31.9,0,0,27.4
12626,Kerala Express,Howrah Jn,Surat,2,0,1059,Storm,Low,17.2,0,0,36.5
12723,Telangana Express,Mughal Sarai,Kota Jn,4,0,1741,Light Rain,Medium,23.1,0,0,49.2
12841,Coromandel Express,Kanpur Central,Mughal Sarai,0,0,1857,Clear,Low,12.2,0,0,27.1
12471,Swaraj Express,Patna Jn,Mughal Sarai,4,0,1512,Clear,High,3.6,0,0,51.0
12723,Telangana Express,Kota Jn,Patna Jn,1,0,886,Heavy Rain,Low,18.8,0,0,51.0
12009,Shatabdi Express,Kota Jn,Chennai Central,3,0,239,Fog,Medium,7.7,0,0,42.3
12903,Golden Temple Mail,Ajmer Jn,Kanpur Central,3,0,1346,Light Rain,Low,8.9,0,0,26.7
12471,Swaraj Express,Mughal Sarai,Kota Jn,3,0,1373,Light Rain,Low,7.2,0,0,25.4
12259,Sealdah Duronto Express,Kota Jn,Mumbai Central,0,0,406,Clear,Medium,15.4,0,0,25.3
12471,Swaraj Express,Kota Jn,Surat,0,0,975,Clear,Low,5.6,0,0,12.3
12723,Telangana Express,Howrah Jn,Surat,6,1,1372,Heavy Rain,Low,18.1,0,0,54.6
12301,Howrah Rajdhani Express,Mughal Sarai,Kota Jn,0,0,177,Fog,High,9.6,0,0,73.2
12841,Coromandel Express,Bhopal Jn,Nagpur Jn,2,0,1612,Clear,Medium,29.3,0,0,41.6
12301,Howrah Rajdhani Express,New Delhi,Kota Jn,3,0,399,Clear,Medium,17.5,0,0,36.7
12259,Sealdah Duronto Express,Lucknow NR,Mumbai Central,6,1,1776,Heavy Rain,Medium,9.4,0,0,63.2
12259,Sealdah Duronto Express,Patna Jn,Surat,6,1,1551,Light Rain,Low,15.0,0,0,28.4
12009,Shatabdi Express,Ajmer Jn,New Delhi,0,0,1296,Heavy Rain,Low,0.0,0,0,46.8
12259,Sealdah Duronto Express,Mumbai Central,Mughal Sarai,4,0,1383,Fog,Low,20.0,0,0,61.8
12259,Sealdah Duronto Express,Vadodara Jn,Patna Jn,0,0,455,Storm,Low,13.6,0,0,38.5
12903,Golden Temple Mail,Mumbai Central,Kanpur Central,0,0,840,Light Rain,Low,30.0,0,0,35.2
12626,Kerala Express,Lucknow NR,Kanpur Central,3,0,1485,Clear,Medium,22.3,0,0,38.1
12951,Mumbai Rajdhani Express,Lucknow NR,Mumbai Central,0,0,1418,Fog,High,15.8,0,0,107.4
12301,Howrah Rajdhani Express,New Delhi,Mumbai Central,6,1,517,Heavy Rain,Low,36.2,0,0,37.1
12009,Shatabdi Express,Howrah Jn,Mumbai Central,2,0,1078,Clear,Medium,31.3,1,0,65.9
12259,Sealdah Duronto Express,Vijayawada Jn,Howrah Jn,4,0,1611,Clear,Low,31.5,0,0,38.4
12723,Telangana Express,Kota Jn,Vijayawada Jn,4,0,151,Clear,Low,21.4,0,0,17.4
22439,Vande Bharat Express,Ajmer Jn,Delhi Junction,6,1,1541,Light Rain,Low,13.3,0,0,36.1
12626,Kerala Express,Kota Jn,Kanpur Central,3,0,1672,Clear,Medium,6.8,0,0,29.2
12903,Golden Temple Mail,Vijayawada Jn,New Delhi,0,0,1687,Heavy Rain,Medium,30.3,1,0,113.1
12723,Telangana Express,Kota Jn,Vadodara Jn,1,0,1951,Clear,Low,27.4,0,0,42.9
12471,Swaraj Express,Bhopal Jn,New Delhi,6,1,720,Heavy Rain,Medium,20.1,0,0,51.5
12951,Mumbai Rajdhani Express,Delhi Junction,Patna Jn,1,0,472,Light Rain,Low,20.9,0,0,27.5
12009,Shatabdi Express,Delhi Junction,Mughal Sarai,0,0,1397,Clear,High,21.8,0,0,40.5
22439,Vande Bharat Express,Lucknow NR,Patna Jn,2,0,1491,Clear,High,18.1,0,0,53.9
12471,Swaraj Express,Delhi Junction,Lucknow NR,3,0,724,Heavy Rain,Low,20.7,0,0,50.7
12009,Shatabdi Express,Delhi Junction,Mughal Sarai,5,1,1689,Heavy Rain,Medium,30.9,0,0,67.2
12903,Golden Temple Mail,Vadodara Jn,New Delhi,2,0,709,Fog,High,18.6,0,0,93.5
12626,Kerala Express,Nagpur Jn,New Delhi,4,0,965,Clear,Medium,7.1,1,0,54.6
12723,Telangana Express,Nagpur Jn,Howrah Jn,1,0,622,Heavy Rain,High,32.0,0,0,69.5
12841,Coromandel Express,Ajmer Jn,Vadodara Jn,5,1,1999,Clear,Low,20.7,0,0,28.2
12471,Swaraj Express,Lucknow NR,Mumbai Central,0,0,1782,Clear,Low,25.8,0,0,32.9
12009,Shatabdi Express,Patna Jn,Vijayawada Jn,4,0,2033,Clear,Low,0.0,0,0,21.3
12009,Shatabdi Express,Mumbai Central,Chennai Central,4,0,762,Storm,Medium,6.8,0,0,56.1
12841,Coromandel Express,Mumbai Central,Bhopal Jn,1,0,594,Clear,Low,35.5,0,0,30.9
12471,Swaraj Express,Howrah Jn,Surat,2,0,179,Heavy Rain,Medium,30.2,0,0,48.4
22439,Vande Bharat Express,Mughal Sarai,Mumbai Central,5,1,395,Light Rain,Low,0.0,0,0,19.6
12723,Telangana Express,Bhopal Jn,Chennai Central,5,1,1847,Clear,Low,22.4,0,0,27.8
12723,Telangana Express,Patna Jn,Bhopal Jn,0,0,1964,Light Rain,Medium,37.0,0,0,56.0
12009,Shatabdi Express,Vadodara Jn,Lucknow NR,2,0,2084,Clear,Low,24.5,0,1,82.2
12903,Golden Temple Mail,Vadodara Jn,Mughal Sarai,6,1,640,Heavy Rain,Low,24.4,0,0,40.3
12723,Telangana Express,Chennai Central,Kota Jn,4,0,2042,Storm,Low,32.1,0,0,75.6
12301,Howrah Rajdhani Express,Mughal Sarai,Kota Jn,4,0,1441,Storm,Low,10.5,0,0,62.9
12626,Kerala Express,Vadodara Jn,Howrah Jn,0,0,342,Fog,High,27.4,0,0,65.4
12471,Swaraj Express,Nagpur Jn,Delhi Junction,3,0,1717,Clear,Medium,0.0,0,0,16.4
12301,Howrah Rajdhani Express,Surat,Ajmer Jn,3,0,1939,Light Rain,High,20.9,0,1,102.2
12841,Coromandel Express,Lucknow NR,Chennai Central,6,1,1670,Fog,Low,6.1,0,0,61.2
12951,Mumbai Rajdhani Express,Surat,Vadodara Jn,4,0,2165,Light Rain,Low,36.3,0,0,45.9
12626,Kerala Express,Surat,Mumbai Central,6,1,1734,Clear,High,20.9,0,0,57.1
12903,Golden Temple Mail,Kota Jn,Vijayawada Jn,2,0,1725,Light Rain,Medium,23.0,0,0,49.3
12259,Sealdah Duronto Express,Ajmer Jn,Chennai Central,4,0,357,Fog,Low,23.6,0,0,49.6
12259,Sealdah Duronto Express,Nagpur Jn,New Delhi,5,1,513,Light Rain,High,32.9,0,0,72.9
12951,Mumbai Rajdhani Express,Kanpur Central,Surat,3,0,694,Heavy Rain,High,22.5,0,0,79.7
12841,Coromandel Express,Vadodara Jn,Vijayawada Jn,6,1,2108,Light Rain,Medium,16.6,0,0,49.0
12951,Mumbai Rajdhani Express,Chennai Central,Lucknow NR,1,0,1032,Clear,Low,3.2,0,0,14.1
12723,Telangana Express,Howrah Jn,Patna Jn,4,0,317,Light Rain,Medium,26.4,0,0,34.2
12903,Golden Temple Mail,New Delhi,Howrah Jn,3,0,1425,Clear,Medium,19.0,0,0,36.6
12951,Mumbai Rajdhani Express,Kanpur Central,Surat,4,0,1783,Clear,High,15.8,0,0,48.9
22439,Vande Bharat Express,New Delhi,Howrah Jn,2,0,1861,Light Rain,Low,3.1,0,0,36.1
12471,Swaraj Express,Patna Jn,Ajmer Jn,4,0,865,Storm,High,0.0,0,0,64.0
12903,Golden Temple Mail,Patna Jn,Vadodara Jn,6,1,1973,Clear,Low,0.0,0,0,26.1
12471,Swaraj Express,Vadodara Jn,Chennai Central,0,0,1003,Clear,Medium,23.2,0,0,33.1
22439,Vande Bharat Express,Vijayawada Jn,Vadodara Jn,5,1,1372,Heavy Rain,Low,0.0,0,0,46.3
12471,Swaraj Express,Mughal Sarai,Chennai Central,0,0,806,Light Rain,Medium,21.3,0,0,35.5
12951,Mumbai Rajdhani Express,Howrah Jn,Bhopal Jn,2,0,1666,Heavy Rain,Medium,0.0,0,0,54.6
12951,Mumbai Rajdhani Express,Patna Jn,Mughal Sarai,3,0,1451,Clear,High,5.7,0,0,34.1
22439,Vande Bharat Express,Howrah Jn,Delhi Junction,6,1,384,Fog,Low,6.1,0,1,77.4
12903,Golden Temple Mail,Chennai Central,Delhi Junction,4,0,1822,Fog,Medium,3.5,0,0,60.2
22439,Vande Bharat Express,Delhi Junction,New Delhi,1,0,2103,Clear,Low,34.3,0,0,43.8
12723,Telangana Express,Mumbai Central,Mughal Sarai,6,1,1448,Clear,Low,27.7,0,0,39.3
12903,Golden Temple Mail,Delhi Junction,Kota Jn,2,0,1768,Heavy Rain,Low,25.0,0,0,38.5
12841,Coromandel Express,Mumbai Central,Delhi Junction,5,1,534,Heavy Rain,Medium,27.7,0,0,59.9
12259,Sealdah Duronto Express,Vijayawada Jn,Mumbai Central,5,1,505,Storm,Low,19.0,0,0,58.5
22439,Vande Bharat Express,Howrah Jn,Nagpur Jn,1,0,1550,Heavy Rain,High,2.9,0,0,82.1
12841,Coromandel Express,Howrah Jn,Kota Jn,3,0,1045,Clear,High,15.0,0,0,43.7
12951,Mumbai Rajdhani Express,Chennai Central,Howrah Jn,6,1,1943,Clear,Low,40.0,0,0,43.0
12951,Mumbai Rajdhani Express,Delhi Junction,New Delhi,0,0,578,Clear,Medium,36.1,0,0,22.1
12951,Mumbai Rajdhani Express,Lucknow NR,Kanpur Central,4,0,1320,Storm,Low,52.7,0,0,57.4
12626,Kerala Express,Vadodara Jn,Surat,0,0,1120,Clear,Low,14.3,0,0,25.1
12723,Telangana Express,Nagpur Jn,Vadodara Jn,0,0,184,Light Rain,High,13.3,0,0,50.2
12841,Coromandel Express,Ajmer Jn,Vadodara Jn,5,1,2071,Clear,Medium,6.4,0,0,44.0
12723,Telangana Express,Vijayawada Jn,Lucknow NR,0,0,535,Clear,Low,23.1,0,0,24.8
